PGS Performance Metric (PPM) ID,Evaluated Score,PGS Sample Set (PSS),PGS Publication (PGP) ID,Reported Trait,Covariates Included in the Model,PGS Performance: Other Relevant Information,Publication (PMID),Publication (doi),Hazard Ratio (HR),Odds Ratio (OR),Beta,Area Under the Receiver-Operating Characteristic Curve (AUROC),Concordance Statistic (C-index),Other Metric(s)
PPM012956,PGS002278,PSS009631,PGP000307,All-cause mortality (without heart failure),"Age, sex, body mass index (BMI; except for obesity),10 principal components of ancestry",,35278270,10.1002/ejhf.2482,,,,,,"HR (top 10% vs bottom 10%) = 1.09 [1.02,1.17]"
PPM012957,PGS002278,PSS009631,PGP000307,Heart failure diagnosis,"Age, sex, body mass index,10 principal components of ancestry",,35278270,10.1002/ejhf.2482,,"0.97 [0.95,0.99]",,,,
PPM012958,PGS002278,PSS009631,PGP000307,Brain natriuretic peptide level,,,35278270,10.1002/ejhf.2482,,,,,,"Median (top 10% vs bottom 10%) = 146.0 [79.0,228.0]"
PPM012959,PGS002278,PSS009631,PGP000307,Prevalence of dyspnoea,,,35278270,10.1002/ejhf.2482,,,,,,"OR (top 10% vs bottom 10%) = 1.17 [1.01,1.37]"
PPM012960,PGS002278,PSS009631,PGP000307,Exertional dyspnoea,,,35278270,10.1002/ejhf.2482,,,,,,"OR (top 10% vs bottom 10%) = 1.39 [1.12,1.74]"
PPM012961,PGS002278,PSS009631,PGP000307,Peperipheral oedema,,,35278270,10.1002/ejhf.2482,,,,,,"OR (top 10% vs bottom 10%) = 1.07 [1.01,1.13]"
PPM012962,PGS002278,PSS009631,PGP000307,Medication for heart failure (loop diuretics),,,35278270,10.1002/ejhf.2482,,,,,,"OR (top 10% vs bottom 10%) = 1.03 [1.01,1.05]"
PPM012963,PGS002278,PSS009631,PGP000307,Medication for heart failure (mineralocorticoid receptor antagonists),,,35278270,10.1002/ejhf.2482,,,,,,"OR (top 10% vs bottom 10%) = 1.04 [1.01,1.09]"
PPM012964,PGS000662,PSS009633,PGP000308,Prostate cancer,"Ancestry, study",,35353984,10.1016/j.ajhg.2022.03.008,,,,,,"Relative Risk (RR) = 2.14 [2.09,2.19]"
PPM012965,PGS000662,PSS009632,PGP000308,Prostate cancer,,,35353984,10.1016/j.ajhg.2022.03.008,,,,,,"Relative Risk (RR: 30 - 55 years old) = 2.56 [2.47,2.65], Relative Risk (RR: 55 - 60 years old) = 2.39, Relative Risk (RR: 60 - 65 years old) = 2.24, Relative Risk (RR: 65 - 70 years old) = 2.04, Relative risk per adjusted standard error (OPERA) per year of age = 0.00014, Relative Risk (RR: 70 - 88 years old) = 1.86 [1.76,1.98]"
PPM012966,PGS002280,PSS009635,PGP000309,Conversion to Alzheimer disease,"Age, sex, number of APOE-ε4 and APOE-ε2 alleles and genetic principal components",Fixed-effect meta-analysis,35379992,10.1038/s41588-022-01024-z,"1.076 [1.064,1.088]",,,,,"Hazard Ratio (HR; highest vs. lowest decile) = 1.93 [1.75,2.13]"
PPM012967,PGS002280,PSS009634,PGP000309,Conversion to Alzheimer disease (in mild cognitive impairment),"Age, sex, number of APOE-ε4 and APOE-ε2 alleles and genetic principal components",Fixed-effect meta-analysis,35379992,10.1038/s41588-022-01024-z,"1.056 [1.04,1.072]",,,,,"Hazard Ratio (HR; highest vs. lowest decile) = 1.63 [1.42,1.87]"
PPM012968,PGS002280,PSS009635,PGP000309,Conversion to Alzheimer disease within 5 years,"Age, sex, number of APOE-ε4 and APOE-ε2 alleles and genetic principal components",Fixed-effect meta-analysis,35379992,10.1038/s41588-022-01024-z,,,,,,"NRI (net reclassification improvement) = 0.248 [0.159,0.336], Delta C-index = 0.002 [0.0004,0.004]"
PPM012969,PGS002280,PSS009635,PGP000309,Conversion to Alzheimer disease within 3 years (in mild cognitive impairment),"Age, sex, number of APOE-ε4 and APOE-ε2 alleles and genetic principal components",Fixed-effect meta-analysis,35379992,10.1038/s41588-022-01024-z,,,,,,"NRI (net reclassification improvement) = 0.232 [0.14,0.325], Delta C-index = 0.007 [0.001,0.012]"
PPM012970,PGS002281,PSS009636,PGP000310,Multiple myeloma,"Age, sex, and geographic region of origin",Unweighted score (100% call rate),34845334,10.1038/s41431-021-00986-8,,,,"0.644 [0.622,0.666]",,"Odds Ratio (OR, highest vs lowest quintiles) = 3.18 [2.34,4.33]"
PPM012971,PGS002281,PSS009636,PGP000310,Multiple myeloma,"Age, sex, and geographic region of origin",Weighted score (100% call rate),34845334,10.1038/s41431-021-00986-8,,,,"0.628 [0.605,0.65]",,"Odds Ratio (OR, highest vs lowest quintiles) = 3.44 [2.53,4.69]"
PPM012972,PGS000814,PSS009637,PGP000311,Polygenic hypercholesterolemia,,,35322671,10.1161/jaha.121.023668,,,,"0.59 [0.56,0.62]",,"Sensitivity (%, cutoff of 0.905) = 78.0, Specificity (%, cutoff of 0.905) = 36.0"
PPM012973,PGS002282,PSS009638,PGP000312,ALT levels,,,35293152,10.1002/hep4.1932,,,0.13 (0.002),,,
PPM012974,PGS002283,PSS009638,PGP000312,ALT levels,,,35293152,10.1002/hep4.1932,,,0.094 (0.002),,,
PPM012975,PGS002282,PSS009638,PGP000312,ALT levels x physical activity interaction,,,35293152,10.1002/hep4.1932,,,-0.28 (0.053),,,
PPM012976,PGS002282,PSS009638,PGP000312,ALT levels x grip strength interaction,,,35293152,10.1002/hep4.1932,,,-0.0067 (0.002),,,
PPM012977,PGS002282,PSS009638,PGP000312,ALT levels x BMI interaction,,,35293152,10.1002/hep4.1932,,,0.037 (0.002),,,
PPM012978,PGS002283,PSS009638,PGP000312,ALT levels x physical activity interaction,,,35293152,10.1002/hep4.1932,,,-0.3 (0.053),,,
PPM012979,PGS002283,PSS009638,PGP000312,ALT levels x grip strength interaction,,,35293152,10.1002/hep4.1932,,,-0.011 (0.002),,,
PPM012980,PGS002283,PSS009638,PGP000312,ALT levels x BMI interaction,,,35293152,10.1002/hep4.1932,,,0.039 (0.002),,,
PPM012981,PGS002282,PSS009638,PGP000312,Nonalcoholic fatty liver disease in those with normal weight and high level of physical activity,"Sex, age, socioeconomic status, assessment center, genotyping array, and the first 10 principal components",,35293152,10.1002/hep4.1932,,,,,,"Odds Ratio (OR, high vs. low GRS) = 1.6"
PPM012982,PGS002284,PSS009639,PGP000313,High density lipoprotein cholesterol levels,"age, sex, type 2 diabetes, PC1, PC2, PC3, PC4, PC5",Nagelkerke’s R2 (estimate of variance explained by the PGS after covariate adjustment),35654908,10.1038/s41591-022-01835-x,,,,,,R² = 0.0213
PPM012983,PGS002285,PSS009639,PGP000313,Low density lipoprotein cholesterol levels,"age, sex, type 2 diabetes, PC1, PC2, PC3, PC4, PC5",Nagelkerke’s R2 (estimate of variance explained by the PGS after covariate adjustment),35654908,10.1038/s41591-022-01835-x,,,,,,R² = 0.0814
PPM012984,PGS002287,PSS009639,PGP000313,Triglyceride levels,"age, sex, type 2 diabetes, PC1, PC2, PC3, PC4, PC5",Nagelkerke’s R2 (estimate of variance explained by the PGS after covariate adjustment),35654908,10.1038/s41591-022-01835-x,,,,,,R² = 0.0087
PPM012985,PGS002286,PSS009639,PGP000313,Total cholesterol levels,"age, sex, type 2 diabetes, PC1, PC2, PC3, PC4, PC5",Nagelkerke’s R2 (estimate of variance explained by the PGS after covariate adjustment),35654908,10.1038/s41591-022-01835-x,,,,"0.651 [0.631,0.671]",,R² = 0.0693
PPM012986,PGS002288,PSS009640,PGP000314,Incident pelvic organ prolapse cases,"10 PCs, and seven batche indicators",,35739095,10.1038/s41467-022-31188-5,"1.31 [1.25,1.37]",,,,0.592,
PPM012987,PGS000039,PSS009641,PGP000315,Stroke,"Age, sex, BMI, hypertension, cholesterol, diabetes, smoker",,35387493,10.1161/strokeaha.121.036551,,,,,,"Odds ratio (OR, top 1% vs. rest) = 5.82 [2.08,14.0]"
PPM012988,PGS002289,PSS009642,PGP000316,Pairs matching (short-term memory and attention) no. of correct online round 1 x age interaction,,,35377426,10.1001/jamanetworkopen.2022.5491,,,,,,Difference in mean cognition per decacde increase in age per 1-SD higher GRS (%) = 11.5
PPM012989,PGS002289,PSS009642,PGP000316,Pairs matching (short-term memory and attention) no. of correct in person round 1 x age interaction,,,35377426,10.1001/jamanetworkopen.2022.5491,,,,,,Difference in mean cognition per decacde increase in age per 1-SD higher GRS (%) = 7.9
PPM012990,PGS002289,PSS009642,PGP000316,Pairs matching (short-term memory and attention) no. of correct in person round 2 x age interaction,,,35377426,10.1001/jamanetworkopen.2022.5491,,,,,,Difference in mean cognition per decacde increase in age per 1-SD higher GRS (%) = 9.4
PPM012991,PGS002289,PSS009642,PGP000316,Pairs matching (short-term memory and attention) time to complete in person round 1 x age interaction,,,35377426,10.1001/jamanetworkopen.2022.5491,,,,,,Difference in mean cognition per decacde increase in age per 1-SD higher GRS (%) = 5.3
PPM012992,PGS002289,PSS009642,PGP000316,Pairs matching (short-term memory and attention) no. of incorrect in person round 1 x age interaction,,,35377426,10.1001/jamanetworkopen.2022.5491,,,,,,Difference in mean cognition per decacde increase in age per 1-SD higher GRS (%) = 4.4
PPM012993,PGS002289,PSS009642,PGP000316,Pairs matching (short-term memory and attention) time to complete online round 1 x age interaction,,,35377426,10.1001/jamanetworkopen.2022.5491,,,,,,Difference in mean cognition per decacde increase in age per 1-SD higher GRS (%) = 3.5
PPM012994,PGS002289,PSS009642,PGP000316,Pairs matching (short-term memory and attention) time to complete in person round 2 x age interaction,,,35377426,10.1001/jamanetworkopen.2022.5491,,,,,,Difference in mean cognition per decacde increase in age per 1-SD higher GRS (%) = 2.5
PPM012995,PGS002289,PSS009642,PGP000316,Numeric memory (short-term memory and attention) no. of correct online x age interaction,,,35377426,10.1001/jamanetworkopen.2022.5491,,,,,,Difference in mean cognition per decacde increase in age per 1-SD higher GRS (%) = 8.8
PPM012996,PGS002289,PSS009642,PGP000316,Symbol digit substitution (processing speed) no. of correct in person x age interaction,,,35377426,10.1001/jamanetworkopen.2022.5491,,,,,,Difference in mean cognition per decacde increase in age per 1-SD higher GRS (%) = 5.8
PPM012997,PGS002289,PSS009642,PGP000316,Symbol digit substitution (processing speed) no. attempted in person x age interaction,,,35377426,10.1001/jamanetworkopen.2022.5491,,,,,,Difference in mean cognition per decacde increase in age per 1-SD higher GRS (%) = 5.7
PPM012998,PGS002289,PSS009642,PGP000316,Symbol digit substitution (processing speed) time to complete 10 substitutions online x age interaction,,,35377426,10.1001/jamanetworkopen.2022.5491,,,,,,Difference in mean cognition per decacde increase in age per 1-SD higher GRS (%) = 4.5
PPM012999,PGS002289,PSS009642,PGP000316,Symbol digit substitution (processing speed) no. of correct online x age interaction,,,35377426,10.1001/jamanetworkopen.2022.5491,,,,,,Difference in mean cognition per decacde increase in age per 1-SD higher GRS (%) = 2.4
PPM013000,PGS002289,PSS009642,PGP000316,Symbol digit substitution (processing speed) no. attempted online x age interaction,,,35377426,10.1001/jamanetworkopen.2022.5491,,,,,,Difference in mean cognition per decacde increase in age per 1-SD higher GRS (%) = 2.0
PPM013001,PGS002257,PSS009643,PGP000317,Systolic blood pressure,"PGS002258, age, age^2, sex, BMI, randomization arm, history of CVD event, serum creatinine, fasting blood glucose, LDL levels, 10 genetic PCs",*NOTE*: PGS is calculated as an average of PGS002257 and PGS002258,35369713,10.1161/hypertensionaha.122.18976,,,1.93,,,
PPM013002,PGS002257,PSS009643,PGP000317,Diastolic blood pressure,"PGS002258, age, age^2, sex, BMI, randomization arm, history of CVD event, serum creatinine, fasting blood glucose, LDL levels, 10 genetic PCs",*NOTE*: PGS is calculated as an average of PGS002257 and PGS002258,35369713,10.1161/hypertensionaha.122.18976,,,0.65,,,
PPM013003,PGS002257,PSS009643,PGP000317,Adverse cardiovascular events,PGS002258,*NOTE*: PGS is calculated as an average of PGS002257 and PGS002258,35369713,10.1161/hypertensionaha.122.18976,"1.12 [1.02,1.23]",,,,,
PPM013004,PGS002258,PSS009643,PGP000317,Systolic blood pressure,"PGS002257, age, age^2, sex, BMI, randomization arm, history of CVD event, serum creatinine, fasting blood glucose, LDL levels, 10 genetic PCs",*NOTE*: PGS is calculated as an average of PGS002257 and PGS002258,35369713,10.1161/hypertensionaha.122.18976,,,1.93,,,
PPM013005,PGS002258,PSS009643,PGP000317,Diastolic blood pressure,"PGS002257, age, age^2, sex, BMI, randomization arm, history of CVD event, serum creatinine, fasting blood glucose, LDL levels, 10 genetic PCs",*NOTE*: PGS is calculated as an average of PGS002257 and PGS002258,35369713,10.1161/hypertensionaha.122.18976,,,0.65,,,
PPM013006,PGS002258,PSS009643,PGP000317,Adverse cardiovascular events,PGS002257,*NOTE*: PGS is calculated as an average of PGS002257 and PGS002258,35369713,10.1161/hypertensionaha.122.18976,"1.12 [1.02,1.23]",,,,,
PPM013007,PGS002290,PSS009644,PGP000318,Plasma uric acid level,"Age, sex",,35363857,10.1210/clinem/dgac192,,,0.142 (0.025),,,
PPM013008,PGS002290,PSS009644,PGP000318,Rapid decline in kidney function,"Age, sex, MI, HbA1c, diabetes duration, SBP, eGFR, ln uACR, RAS antagonist and Insulin usage (yes/no)",,35363857,10.1210/clinem/dgac192,,"1.12 [1.01,1.24]",,,,
PPM013009,PGS002265,PSS009645,PGP000319,Risk of colorectal cancer,"Age, sex, education, body mass index, participation in a health check-up, family history of colorectal cancer, smoking, ever regular use of nonsteroidal anti-inflammatory drugs, and ever regular use of hormone replacement therapy",,35331942,10.1016/j.cgh.2022.03.013,,,,,,"Odds ratio (OR, high vs low) = 2.61 [2.33,2.93]"
PPM013010,PGS002291,PSS009646,PGP000320,Nasopharyngeal carcinoma,,,35414057,10.1038/s41467-022-29570-4,,,,0.64,,
PPM013011,PGS002291,PSS009646,PGP000320,Nasopharyngeal carcinoma,Family history of NPC,,35414057,10.1038/s41467-022-29570-4,,,,0.69,,
PPM013012,PGS002292,PSS009647,PGP000321,Keratoconus,,,35446358,10.1001/jamaophthalmol.2022.0891,,,,0.705,,
PPM013013,PGS002292,PSS009647,PGP000321,Keratoconus with ﻿corneal resistance factor variants,,,35446358,10.1001/jamaophthalmol.2022.0891,,,,0.756,,
PPM013014,PGS002292,PSS009647,PGP000321,Keratoconus with central corneal thickness variants,,,35446358,10.1001/jamaophthalmol.2022.0891,,,,0.755,,
PPM013015,PGS000030,PSS009648,PGP000322,Prostate cancer metastasis or death,,,35396534,10.1038/s41698-022-00266-8,"1.25 [1.1,1.41]",,,,,
PPM013016,PGS000030,PSS009649,PGP000322,Prostate cancer metastasis or death,,,35396534,10.1038/s41698-022-00266-8,1.65,,,,,
PPM013017,PGS000030,PSS009648,PGP000322,Incident prostate cancer,,,35396534,10.1038/s41698-022-00266-8,"1.25 [1.11,1.41]",,,,,
PPM013018,PGS000030,PSS009649,PGP000322,Incident prostate cancer,,,35396534,10.1038/s41698-022-00266-8,1.69,,,,,
PPM013019,PGS000030,PSS009650,PGP000322,Prostate cancer metastasis or death,,,35396534,10.1038/s41698-022-00266-8,,,,0.63,,
PPM013020,PGS002293,PSS009651,PGP000323,Incident psoriasis,"Age, sex, education, Townsend Index, and region, relatedness, number of alleles included in the polygenic risk score, and first 20 principal components of ancestry",,35427684,10.1016/j.jaad.2022.04.006,"4.625 [2.92,7.348]",,,,,"Odds Ratio (OR, poor lifestyle and high genetic risk) = 4.625 [2.92,7.348], Population-attributable fraction of genetic risk = 0.13 [0.032,0.218]"
PPM013021,PGS002294,PSS009652,PGP000324,Breast cancer,,,35311964,10.1001/jamanetworkopen.2021.49030,,"1.67 [1.46,1.92]",,"0.639 [0.604,0.674]",,
PPM013022,PGS002294,PSS009652,PGP000324,Breast cancer,"Nongenetic risk score (body mass index, waist-to-hip ratio (WHR), benign breast disease, age at menarche, age at first live birth, family history of breast cancer)",,35311964,10.1001/jamanetworkopen.2021.49030,,,,"0.648 [0.613,0.682]",,
PPM013023,PGS002295,PSS009653,PGP000325,Recurrence in renal cell carcinoma,"Age, gender, smoking status, BMI, histology, stage, grade, and treatment",,35261807,,"0.63 [0.42,0.93]",,,,,"Hazard Ratio (HR, above vs. below median) = 0.63 [0.42,0.93], Odds Ratio (OR, above vs. below 75th percentile GRS) = 0.73 [0.55,0.96]"
PPM013024,PGS002295,PSS009653,PGP000325,Survival in renal cell carcinoma,"Age, gender, smoking status, BMI, histology, stage, grade, and treatment",,35261807,,"0.65 [0.44,0.95]",,,,,"Hazard Ratio (HR, above vs. below median) = 0.65 [0.44,0.95], Odds Ratio (OR, above vs. below 75th percentile GRS) = 0.66 [0.5,0.87]"
PPM013025,PGS002296,PSS009654,PGP000326,Hypertension,,,35252394,10.3389/fcvm.2022.814502,,"3.22 [2.06,5.1]",,,,
PPM013026,PGS002297,PSS009655,PGP000327,Lipoprotein (a) levels,,,35133173,10.1161/circgen.121.003489,,,,,,R² = 0.53
PPM013027,PGS002298,PSS009661,PGP000328,Esophageal cancer,,,32588423,10.1002/ijc.33176,,,,"0.53 [0.51,0.56]",,
PPM013028,PGS002299,PSS009662,PGP000328,Gastric cancer,,,32588423,10.1002/ijc.33176,,,,"0.56 [0.54,0.58]",,
PPM013029,PGS002300,PSS009660,PGP000328,Endometrial cancer,,,32588423,10.1002/ijc.33176,,,,"0.64 [0.61,0.67]",,
PPM013030,PGS002301,PSS009664,PGP000328,Melanoma,,,32588423,10.1002/ijc.33176,,,,"0.59 [0.55,0.63]",,
PPM013031,PGS002302,PSS009663,PGP000328,Glioma,,,32588423,10.1002/ijc.33176,,,,"0.61 [0.57,0.64]",,
PPM013032,PGS002303,PSS009657,PGP000328,Diffuse large B-cell lymphoma,,,32588423,10.1002/ijc.33176,,,,"0.56 [0.53,0.6]",,
PPM013033,PGS002304,PSS009658,PGP000328,Follicular lymphoma,,,32588423,10.1002/ijc.33176,,,,"0.61 [0.59,0.63]",,
PPM013034,PGS002305,PSS009656,PGP000328,Chronic lymphoid leukemia,,,32588423,10.1002/ijc.33176,,,,"0.57 [0.54,0.6]",,
PPM013035,PGS002306,PSS009659,PGP000328,Multiple myeloma,,,32588423,10.1002/ijc.33176,,,,"0.69 [0.64,0.7]",,
PPM013036,PGS002299,PSS009662,PGP000328,Gastric cancer,"Age, birth cohort, genotyping array, top 10 PCs for ancestry and sex (for nonsex specific cancer only)",,32588423,10.1002/ijc.33176,,,,,,"Hazard ratio (HR top 5% vs average) = 1.27 [0.75,2.15]"
PPM013037,PGS002300,PSS009660,PGP000328,Endometrial cancer,"Age, birth cohort, genotyping array, top 10 PCs for ancestry and sex (for nonsex specific cancer only)",,32588423,10.1002/ijc.33176,,,,,,"Hazard ratio (HR top 5% vs average) = 1.34 [0.96,1.88]"
PPM013038,PGS002301,PSS009664,PGP000328,Melanoma,"Age, birth cohort, genotyping array, top 10 PCs for ancestry and sex (for nonsex specific cancer only)",,32588423,10.1002/ijc.33176,,,,,,"Hazard ratio (HR top 5% vs average) = 2.31 [1.85,2.88]"
PPM013039,PGS002302,PSS009663,PGP000328,Glioma,"Age, birth cohort, genotyping array, top 10 PCs for ancestry and sex (for nonsex specific cancer only)",,32588423,10.1002/ijc.33176,,,,,,"Hazard ratio (HR top 5% vs average) = 2.55 [1.72,3.77]"
PPM013040,PGS002303,PSS009657,PGP000328,Diffuse large B-cell lymphoma,"Age, birth cohort, genotyping array, top 10 PCs for ancestry and sex (for nonsex specific cancer only)",,32588423,10.1002/ijc.33176,,,,,,"Hazard ratio (HR top 5% vs average) = 1.6 [1.01,2.54]"
PPM013041,PGS002304,PSS009658,PGP000328,Follicular lymphoma,"Age, birth cohort, genotyping array, top 10 PCs for ancestry and sex (for nonsex specific cancer only)",,32588423,10.1002/ijc.33176,,,,,,"Hazard ratio (HR top 5% vs average) = 2.33 [1.38,3.93]"
PPM013042,PGS002305,PSS009656,PGP000328,Chronic lymphoid leukemia,"Age, birth cohort, genotyping array, top 10 PCs for ancestry and sex (for nonsex specific cancer only)",,32588423,10.1002/ijc.33176,,,,,,"Hazard ratio (HR top 5% vs average) = 4.33 [2.92,6.42]"
PPM013043,PGS002306,PSS009659,PGP000328,Multiple myeloma,"Age, birth cohort, genotyping array, top 10 PCs for ancestry and sex (for nonsex specific cancer only)",,32588423,10.1002/ijc.33176,,,,,,"Hazard ratio (HR top 5% vs average) = 2.41 [1.56,3.72]"
PPM013044,PGS002307,PSS009665,PGP000329,Incident gout,"Sex, age, socioeconomic status, education level, C-reactive protein, serum creatinine, cholesterol, triglyceride, cardiovascular disease, diabetes, hypertension, genetic risk, each lifestyle factor, and body mass index (BMI)",,35484537,10.1186/s12916-022-02341-0,,,,,,"Hazard Ratio (HR, middle vs. lowest tertile) = 1.44 [1.35,1.54]"
PPM013045,PGS002307,PSS009665,PGP000329,Incident gout,"Sex, age, socioeconomic status, education level, C-reactive protein, serum creatinine, cholesterol, triglyceride, cardiovascular disease, diabetes, hypertension, genetic risk, each lifestyle factor, and body mass index (BMI)",,35484537,10.1186/s12916-022-02341-0,,,,,,"Hazard Ratio (HR, highest vs. lowest tertile) = 1.77 [1.66,1.89]"
PPM013046,PGS002307,PSS009665,PGP000329,Incident gout without cardiometabolic diseases,"Sex, age, socioeconomic status, education level, C-reactive protein, serum creatinine, cholesterol, triglyceride, cardiovascular disease, diabetes, hypertension, genetic risk, each lifestyle factor, and body mass index (BMI), Unfavorable lifestyle",,35484537,10.1186/s12916-022-02341-0,,,,,,"Hazard Ratio (HR, highest vs. lowest tertile) = 4.94 [3.91,6.23]"
